"ENSG00000006062.13","0.717"
"ENSG00000057757.9","0.717"
"ENSG00000095787.21","0.717"
"ENSG00000101442.9","0.717"
"ENSG00000151065.13","0.717"
"ENSG00000152382.5","0.717"
"ENSG00000197548.12","0.717"
"ENSG00000085978.21","0.716"
"ENSG00000101343.14","0.716"
"ENSG00000135999.11","0.716"
"ENSG00000159202.17","0.716"
"ENSG00000069966.18","0.715"
"ENSG00000096872.15","0.715"
"ENSG00000178988.10","0.715"
"ENSG00000256229.7","0.715"
"ENSG00000090061.17","0.714"
"ENSG00000100461.17","0.714"
"ENSG00000141456.14","0.714"
"ENSG00000145191.12","0.714"
"ENSG00000172766.18","0.714"
"ENSG00000177683.13","0.714"
"ENSG00000204576.11","0.714"
"ENSG00000139624.12","0.713"
"ENSG00000166439.5","0.713"
"ENSG00000175354.18","0.713"
"ENSG00000196150.13","0.713"
"ENSG00000234545.7","0.713"
"ENSG00000144736.13","0.712"
"ENSG00000159579.13","0.712"
"ENSG00000182749.5","0.712"
"ENSG00000186056.9","0.712"
"ENSG00000187607.15","0.712"
"ENSG00000256349.1","0.712"
"ENSG00000133997.11","0.711"
"ENSG00000136709.11","0.711"
"ENSG00000177426.20","0.711"
"ENSG00000182107.6","0.711"
"ENSG00000182973.18","0.711"
"ENSG00000204120.14","0.711"
"ENSG00000236699.8","0.711"
"ENSG00000050030.13","0.71"
"ENSG00000100814.17","0.71"
"ENSG00000117139.16","0.71"
"ENSG00000122643.18","0.71"
"ENSG00000144161.12","0.71"
"ENSG00000157212.18","0.71"
"ENSG00000158161.15","0.71"
"ENSG00000196646.11","0.71"
"ENSG00000077514.8","0.709"
"ENSG00000083223.17","0.709"
"ENSG00000136875.12","0.709"
"ENSG00000151748.14","0.709"
"ENSG00000172466.15","0.709"
"ENSG00000178913.7","0.709"
"ENSG00000116062.14","0.708"
"ENSG00000131013.3","0.708"
"ENSG00000136754.16","0.708"
"ENSG00000140563.14","0.708"
"ENSG00000160908.14","0.708"
"ENSG00000163900.10","0.708"
"ENSG00000083896.12","0.707"
"ENSG00000101337.15","0.707"
"ENSG00000122692.8","0.707"
"ENSG00000126945.8","0.707"
"ENSG00000138614.14","0.707"
"ENSG00000139146.13","0.707"
"ENSG00000149792.8","0.707"
"ENSG00000157224.15","0.707"
"ENSG00000163138.18","0.707"
"ENSG00000164024.11","0.707"
"ENSG00000174928.15","0.707"
"ENSG00000184047.15","0.707"
"ENSG00000007341.18","0.706"
"ENSG00000102978.12","0.706"
"ENSG00000104231.10","0.706"
"ENSG00000132153.14","0.706"
"ENSG00000133134.11","0.706"
"ENSG00000157014.10","0.706"
"ENSG00000170222.11","0.706"
"ENSG00000188554.13","0.706"
"ENSG00000189091.12","0.706"
"ENSG00000007866.18","0.705"
"ENSG00000011295.15","0.705"
"ENSG00000025772.7","0.705"
"ENSG00000103275.19","0.705"
"ENSG00000118579.12","0.705"
"ENSG00000146426.17","0.705"
"ENSG00000147140.15","0.705"
"ENSG00000196267.12","0.705"
"ENSG00000080493.14","-0.618"
"ENSG00000240849.10","-0.618"
"ENSG00000118094.11","-0.619"
"ENSG00000099785.10","-0.62"
"ENSG00000119185.12","-0.62"
"ENSG00000163686.14","-0.62"
"ENSG00000176438.12","-0.62"
"ENSG00000100714.15","-0.621"
"ENSG00000130173.13","-0.621"
"ENSG00000142657.20","-0.621"
"ENSG00000048540.14","-0.622"
"ENSG00000166347.18","-0.622"
"ENSG00000170525.18","-0.622"
"ENSG00000004776.11","-0.623"
"ENSG00000158445.9","-0.623"
"ENSG00000124003.12","-0.624"
"ENSG00000127955.15","-0.624"
"ENSG00000149506.11","-0.624"
"ENSG00000160801.13","-0.624"
"ENSG00000164687.10","-0.625"
"ENSG00000186469.8","-0.625"
"ENSG00000196139.13","-0.625"
"ENSG00000111716.12","-0.626"
"ENSG00000134548.9","-0.626"
"ENSG00000266265.2","-0.626"
"ENSG00000041515.15","-0.627"
"ENSG00000147883.10","-0.627"
"ENSG00000130508.10","-0.628"
"ENSG00000168004.9","-0.628"
"ENSG00000170027.6","-0.628"
"ENSG00000187134.13","-0.628"
"ENSG00000233554.5","-0.628"
"ENSG00000173918.14","-0.629"
"ENSG00000188677.14","-0.629"
"ENSG00000251169.2","-0.629"
"ENSG00000078124.11","-0.63"
"ENSG00000100243.20","-0.63"
"ENSG00000119242.8","-0.63"
"ENSG00000140848.16","-0.63"
"ENSG00000176194.17","-0.63"
"ENSG00000072657.8","-0.631"
"ENSG00000120907.17","-0.631"
"ENSG00000133401.15","-0.631"
"ENSG00000161281.10","-0.631"
"ENSG00000167543.15","-0.631"
"ENSG00000272414.5","-0.631"
"ENSG00000260027.4","-0.632"
"ENSG00000101986.11","-0.633"
"ENSG00000135917.13","-0.633"
"ENSG00000157152.16","-0.633"
"ENSG00000010319.6","-0.634"
"ENSG00000081181.7","-0.635"
"ENSG00000099817.11","-0.635"
"ENSG00000135272.9","-0.635"
"ENSG00000198610.10","-0.635"
"ENSG00000090776.5","-0.636"
"ENSG00000121691.4","-0.636"
"ENSG00000134243.11","-0.636"
"ENSG00000161649.12","-0.637"
"ENSG00000246022.2","-0.637"
"ENSG00000112992.16","-0.638"
"ENSG00000132846.5","-0.638"
"ENSG00000169994.18","-0.638"
"ENSG00000253293.4","-0.638"
"ENSG00000043591.5","-0.639"
"ENSG00000177700.5","-0.639"
"ENSG00000167315.17","-0.64"
"ENSG00000079739.15","-0.642"
"ENSG00000101220.17","-0.642"
"ENSG00000179921.14","-0.642"
"ENSG00000213904.8","-0.642"
"ENSG00000227591.5","-0.642"
"ENSG00000100344.10","-0.643"
"ENSG00000123612.15","-0.643"
"ENSG00000139445.17","-0.643"
"ENSG00000163932.13","-0.643"
"ENSG00000261737.1","-0.643"
"ENSG00000106348.16","-0.644"
"ENSG00000147010.17","-0.644"
"ENSG00000205726.14","-0.644"
"ENSG00000228436.2","-0.645"
"ENSG00000104325.6","-0.646"
"ENSG00000170439.6","-0.646"
"ENSG00000100504.16","-0.647"
"ENSG00000102683.7","-0.647"
"ENSG00000174697.4","-0.647"
"ENSG00000182118.6","-0.648"
